0x43f3bc34480a1dd786a07a93e47bdd7fc4b6169d93f2c07f009d3a539ec81a77,19701103
0x00338464361d28dae1dce98b37e758a3357cbdd47de29038b0c99a8e2e593627,737030386
0xc271b37650f171bfb72f02b88a876280002e34bca525474b3f180905268002c4,106389723
0xa283c4964e24b5ae62c7c5bdae05fda325e86534f3b0ba262b63ab4966a54921,948146294
0x7d011ff2f01b5f508a9ab8d9abbe681dd2480edc168ecb47315ed90276f43a69,590869336
0xb90c0acf4f370317f19b58cb12fe1b247910f489f3c0087a0cf617e6e5f61ef4,129096440
0x9936fd308c67506de86fdaea9cff245f386366bf849b3deac23b815d34842bad,284245952
0x0fea889e122eb2654b1ee519958b18d731321279f2e89475d37e88096c857556,956711735
0xac152dd89a03841aae171b518a04e3acb4ad4e51d8d672b7d9692d9202afee46,93761634
0x5758107878d9c3c5ba17d8bf9112ec8bf9fc96f99afded7ece2b1a39319731c3,641171661
0x5ff8efd86b6e8cb1b70f898fdf7de32213e3b9ec9d550c34e6d146fe6874d7c6,53011539
0x5f8923e3b5e0ba51fd41cbc493158af258bed850cf1e42fbf9f949f4bb92653c,347200783
0x2e6abe06ce88c1a5ac9243cb4f8eb4ed531f5579ee944195518cf057caf28e5a,616312134
0x8040e0d0a92f2ed5fc682f683933f4062a14d013f752832e6c02b882c64702fb,150940428
0xb2fba24f2adc1529ef9cae1fc6e924659dcbb3914b30200c052f3b18d7fb5e18,116516496
0xd22bdeb9f5a5d30992a3847fb9b916f39dd16c88530fe2b2c381272a0868f902,606756958
0x2c0ad3016bfd68f6515e42aed796ce7a906e5189e12b43196213b4710890566b,358157557
0x9dfa752554090cc6741416e40256fd1a2c41a8edbdbacd2421f347fbd8eed1ac,601315758
0x08053fd829cac969eef6dc244112bb5d99225ff92ebfe983bbba93b835c801d3,972999546
0x6f9d1db67a0fcb83c2685f0a4d081f4da0a3683c593092a47357cce620ccd400,428604830
0x31e55b96918f51100c9da5c7a83a07ad19b949f0e71f9731686d50fc7a959681,117059056
0xa2be797ee334277443a9666262882ce7e570a81adbf76c69af2949ff602963e1,447080595
0x9b8c2cbad5ea2bd9e76c3578ab11050cafd0369dee1f3f90a3c4568db04318cc,530883587
0xe8a5229d1eb4516d01b983be4a9cf49291d3372a107a9f6dacbade13695e180e,16912436
0x018fd89dc379937bf560a3664c14c16e224b9f753ed115f546bf978f504d1511,981878625
0x4920a81fb3b9173cc34043ac41d0cf9eca7c9ad8671dd06e63cdb9f290564ce3,736823626
0xe4f9bfed8024b1ab29d1fa39dec0bc5cf1c909f5a3df0599ad60e388d1965f1c,606818094
0xa42b6f5043fda7b35505334664c1d36d1e36409c4d3f0e64a98b6dacb8abe5d7,520207707
0x302d17c7a7d8dc1954160bb07adadbc86aae853b0f6fed9e8bf17073a83ee6a6,94159318
0x2347408d9302c5005790208870355aa86d9190e54b8f4e6ecd3688b167cc2933,189925747
0x50cc1eee90edc288052bca49ed1efde8b3f43a750c0bdb46ad0ab904a012a5c4,324271504
0x37e46ec3e817d5fa1b58bd4099eeec9d243b7412d9c1766be7a9cd2e3d5b59c8,79418825
0xfc065760aecaec9158db652b798da95ee5e827366555b34f51362e4f978a6bb5,561666817
0x3a044cf89df82845d5ff34c37b2760a5ec7e22bdb31d1f2e5f52d816a1ea2560,89699789
0xe0d5fa08f504dbbc762b2092163d91468732d7b1edb0ec1f6d0df9f6554272b4,741580777
0x223be6d04b0ca0ef3a47c2a4f6aa63a7e6847e4ad4542802859c9338debd47b4,621187521
0x814bee53f40875592b90ea28f8ae34a4ed34087f0e69c6aacb524e84e754a1ab,772775940
0xf149e645e4c4cb28f858d16d509100536056d1c3f9791c2ba790b52a84c97e91,956711909
0xed90a9fd5fadd69125c372b52b77582dceca59a588d061eb55b5b243569ca26a,93449622
